kepoi_name,exoplanet_archive_disposition,disposition_using_kepler_data,status,planet_like_prob,planet_like_label,kepid_x,kepler_name_x,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag,kepid_y,kepler_name_y,koi_disposition,koi_pdisposition
K04318.01,CANDIDATE,CANDIDATE,CANDIDATE,0.9995421,1,9286088,,0.938,0,0,0,0,14.8162925,0.0002631,-0.0002631,138.3761,0.0127,-0.0127,0.857,0.099,-0.608,4.973,0.362,-0.362,108.2,10.0,-10.0,1.57,0.25,-0.21,912.0,,,163.33,73.41,-49.91,12.5,1.0,q1_q17_dr25_tce,6356.0,115.0,-128.0,4.27,0.09,-0.11,1.325,0.214,-0.175,293.93832,45.719021,12.583,9286088,,CANDIDATE,CANDIDATE
K04319.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.0069736354,0,6289344,,0.0,0,1,1,0,160.4122022,0.0009973,-0.0009973,262.40022,0.00456,-0.00456,0.903,0.005,-0.634,4.92,0.241,-0.241,2538.0,117.0,-117.0,4.45,0.66,-0.34,270.0,,,1.26,0.62,-0.29,24.4,1.0,q1_q17_dr25_tce,5269.0,158.0,-142.0,4.62,0.03,-0.09,0.727,0.109,-0.055,293.20773,41.698582,15.407,6289344,,FALSE POSITIVE,FALSE POSITIVE
K04382.02,CANDIDATE,CANDIDATE,CANDIDATE,0.99008733,1,6937529,,,0,0,0,0,3.98167088,5.262e-05,-5.262e-05,134.9767,0.0108,-0.0108,0.2076,0.2343,-0.2076,3.609,0.283,-0.283,44.7,5.4,-5.4,0.79,0.38,-0.09,1356.0,,,798.79,1117.56,-264.03,10.3,,,6484.0,155.0,-225.0,4.377,0.067,-0.283,1.173,0.56,-0.143,288.16397,42.481079,14.144,6937529,,CANDIDATE,CANDIDATE
K04383.01,CONFIRMED,CANDIDATE,CONFIRMED_EXOPLANET,0.9964233,1,9883606,Kepler-1598 b,0.999,0,0,0,0,4.34195312,3.55e-05,-3.55e-05,134.18767,0.00666,-0.00666,0.118,0.334,-0.118,2.598,0.207,-0.207,73.3,7.7,-7.7,0.94,0.3,-0.13,1236.0,,,552.7,519.44,-197.27,10.6,1.0,q1_q17_dr25_tce,6164.0,165.0,-220.0,4.378,0.09,-0.21,1.09,0.35,-0.15,288.46909,46.78368,13.874,9883606,Kepler-1598 b,CONFIRMED,CANDIDATE
K04384.01,CONFIRMED,CANDIDATE,CONFIRMED_EXOPLANET,0.99922764,1,5860968,Kepler-1599 b,0.997,0,0,0,0,122.358116,0.004202,-0.004202,134.3477,0.019,-0.019,0.255,0.198,-0.255,10.768,0.69,-0.69,352.8,34.9,-34.9,2.15,0.61,-0.41,407.0,,,6.46,5.54,-2.7,12.2,1.0,q1_q17_dr25_tce,5998.0,180.0,-180.0,4.324,0.153,-0.187,1.139,0.324,-0.216,286.22089,41.151249,14.945,5860968,Kepler-1599 b,CONFIRMED,CANDIDATE
K04385.01,CONFIRMED,CANDIDATE,CONFIRMED_EXOPLANET,0.9994727,1,3645438,Kepler-1600 c,1.0,0,0,0,0,7.298142,5.423e-05,-5.423e-05,137.85674,0.00629,-0.00629,0.411,0.059,-0.411,3.024,0.146,-0.146,370.5,29.4,-29.4,1.6,0.09,-0.1,786.0,,,90.04,17.03,-15.83,13.6,2.0,q1_q17_dr25_tce,5119.0,82.0,-82.0,4.508,0.06,-0.04,0.834,0.047,-0.052,291.39938,38.78775,15.825,3645438,Kepler-1600 c,CONFIRMED,CANDIDATE
K04386.01,CONFIRMED,CANDIDATE,CONFIRMED_EXOPLANET,0.998899,1,8480582,Kepler-1702 b,0.967,0,0,0,0,18.5010898,0.0001557,-0.0001557,149.17569,0.00601,-0.00601,0.719,0.046,-0.512,3.179,0.17,-0.17,421.1,33.8,-33.8,1.62,0.24,-0.14,555.0,,,22.4,11.1,-5.48,14.7,1.0,q1_q17_dr25_tce,5242.0,158.0,-142.0,4.613,0.03,-0.09,0.734,0.112,-0.06,284.9725,44.567551,15.789,8480582,Kepler-1702 b,CONFIRMED,CANDIDATE
K04178.01,CANDIDATE,CANDIDATE,CANDIDATE,0.9951238,1,5197233,,1.0,0,0,0,0,7.016016,0.006295,-0.006295,133.9561,0.0873,-0.0873,0.89,0.105,-0.641,3.8,13.2,-13.2,169.0,154.0,-154.0,1.72,0.5,-0.22,1138.0,,,396.43,340.45,-131.37,6.3,1.0,q1_q17_dr25_tce,6642.0,178.0,-218.0,4.39,0.062,-0.187,1.136,0.333,-0.143,294.63516,40.322128,14.404,5197233,,CANDIDATE,CANDIDATE
K04179.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.0012331042,0,10936786,,0.0,0,1,1,0,0.569961046,2.194e-06,-2.194e-06,131.80273,0.00381,-0.00381,0.343,0.131,-0.343,1.446,0.119,-0.119,44.2,3.0,-3.0,1.04,0.26,-0.38,2743.0,,,13463.04,9803.62,-8717.14,18.9,1.0,q1_q17_dr25_tce,5814.0,158.0,-176.0,4.066,0.357,-0.127,1.549,0.381,-0.571,298.46341,48.32185,13.333,10936786,,FALSE POSITIVE,FALSE POSITIVE
K00566.03,CANDIDATE,CANDIDATE,CANDIDATE,0.99927455,1,7119481,,0.964,0,0,0,0,42.068554,0.001061,-0.001061,165.0211,0.026,-0.026,0.022,0.441,-0.022,5.723,0.496,-0.496,186.3,18.9,-18.9,1.32,0.41,-0.14,541.0,,,20.28,19.05,-6.05,9.8,2.0,q1_q17_dr25_tce,6122.0,182.0,-200.0,4.487,0.054,-0.216,0.964,0.302,-0.101,292.31601,42.626251,14.718,7119481,,CANDIDATE,CANDIDATE
K04180.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.013981837,0,6938264,,1.0,0,0,1,0,1.121634781,3.969e-06,-3.969e-06,132.31311,0.00296,-0.00296,0.409,0.053,-0.409,1.155,0.111,-0.111,71.5,6.3,-6.3,0.6,0.03,-0.04,1225.0,,,529.9,131.86,-139.4,14.8,1.0,q1_q17_dr25_tce,4518.0,143.0,-159.0,4.589,0.042,-0.025,0.72,0.036,-0.056,288.44305,42.45676,13.958,6938264,,FALSE POSITIVE,FALSE POSITIVE
K04181.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.00095887546,0,9899315,,0.0,0,0,1,1,1.33256979,1.315e-05,-1.315e-05,132.05279,0.00885,-0.00885,0.207,0.277,-0.207,3.293,0.245,-0.245,104.2,6.9,-6.9,0.97,0.3,-0.1,1692.0,,,1943.76,1779.52,-571.71,18.4,1.0,q1_q17_dr25_tce,6089.0,181.0,-199.0,4.495,0.05,-0.2,0.95,0.29,-0.097,295.19983,46.731731,15.377,9899315,,FALSE POSITIVE,FALSE POSITIVE
K04182.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.05915621,0,9541089,,0.0,1,0,0,0,0.536650896,5.75e-07,-5.75e-07,131.709931,0.000843,-0.000843,1.175,0.101,-0.094,4.702,0.123,-0.123,273.2,3.2,-3.2,18.45,4.9,-2.09,2163.0,,,5179.76,3975.37,-1538.72,117.8,1.0,q1_q17_dr25_tce,5819.0,145.0,-160.0,4.494,0.075,-0.188,0.881,0.234,-0.1,297.27448,46.117908,13.956,9541089,,FALSE POSITIVE,FALSE POSITIVE
K04249.01,FALSE POSITIVE,FALSE POSITIVE,MODEL_POSITIVE,0.5573808,1,3650049,,0.0,1,0,0,0,397.73699,0.01117,-0.01117,222.0316,0.0182,-0.0182,0.883,0.013,-0.641,11.76,0.844,-0.844,1131.5,87.2,-87.2,3.05,0.4,-0.36,211.0,,,0.47,0.21,-0.14,15.3,1.0,q1_q17_dr25_tce,5313.0,175.0,-143.0,4.521,0.099,-0.081,0.768,0.1,-0.09,292.58087,38.70911,15.086,3650049,,FALSE POSITIVE,FALSE POSITIVE
K04250.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.0030779936,0,9641076,,0.0,0,0,1,1,2.17818699,1.527e-05,-1.527e-05,132.00477,0.00615,-0.00615,0.553,0.403,-0.349,2.686,0.166,-0.166,115.8,8.9,-8.9,1.03,0.27,-0.16,1347.0,,,776.45,601.66,-282.1,15.4,1.0,q1_q17_dr25_tce,5584.0,166.0,-149.0,4.428,0.12,-0.18,0.932,0.239,-0.147,288.0498,46.35833,15.123,9641076,,FALSE POSITIVE,FALSE POSITIVE
K04251.01,CANDIDATE,CANDIDATE,CANDIDATE,0.99800617,1,8741470,,1.0,0,0,0,0,6.23968392,2.442e-05,-2.442e-05,133.72124,0.00307,-0.00307,0.679,0.049,-0.537,0.668,0.18,-0.18,155.9,22.8,-22.8,1.55,0.41,-0.3,1060.0,,,299.03,235.11,-125.1,9.0,1.0,q1_q17_dr25_tce,5751.0,156.0,-156.0,4.303,0.18,-0.18,1.143,0.305,-0.222,286.35339,44.961182,13.795,8741470,,CANDIDATE,CANDIDATE
K02485.02,CONFIRMED,CANDIDATE,CONFIRMED_EXOPLANET,0.99906474,1,11125613,Kepler-1254 c,0.998,0,0,0,0,3.60082855,1.725e-05,-1.725e-05,134.037,0.00355,-0.00355,0.395,0.064,-0.395,1.938,0.123,-0.123,296.3,19.5,-19.5,1.36,0.04,-0.09,927.0,,,174.45,24.19,-32.29,17.9,1.0,q1_q17_dr25_tce,4838.0,77.0,-77.0,4.524,0.063,-0.018,0.796,0.027,-0.054,285.17334,48.770039,15.311,11125613,Kepler-1254 c,CONFIRMED,CANDIDATE
K04252.01,CONFIRMED,CANDIDATE,CONFIRMED_EXOPLANET,0.9988489,1,10525049,Kepler-1948 b,0.999,0,0,0,0,15.5714121,0.0001077,-0.0001077,136.58529,0.00567,-0.00567,0.312,0.139,-0.312,2.294,0.222,-0.222,173.5,17.2,-17.2,0.72,0.05,-0.04,399.0,,,5.98,1.27,-1.14,13.0,1.0,q1_q17_dr25_tce,3872.0,77.0,-84.0,4.714,0.027,-0.03,0.557,0.033,-0.033,287.36404,47.78521,13.977,10525049,Kepler-1948 b,CONFIRMED,CANDIDATE
K02579.02,CONFIRMED,CANDIDATE,CONFIRMED_EXOPLANET,0.9988176,1,9896018,Kepler-1859 c,0.98,0,0,0,0,3.59645081,3.644e-05,-3.644e-05,132.77209,0.00761,-0.00761,0.781,0.176,-0.545,2.661,0.213,-0.213,149.6,11.1,-11.1,1.66,0.29,-0.23,1327.0,,,732.82,323.35,-221.37,16.2,2.0,q1_q17_dr25_tce,5887.0,70.0,-79.0,4.292,0.12,-0.12,1.235,0.213,-0.175,293.98871,46.718021,15.147,9896018,Kepler-1859 c,CONFIRMED,CANDIDATE
K04320.01,CONFIRMED,CANDIDATE,CONFIRMED_EXOPLANET,0.99987876,1,5095082,Kepler-1951 b,0.554,0,0,0,0,20.6579443,0.0003509,-0.0003509,145.6348,0.0132,-0.0132,0.188,0.269,-0.188,8.798,0.405,-0.405,98.2,8.0,-8.0,1.27,0.23,-0.29,728.0,,,66.27,30.95,-29.23,14.1,1.0,q1_q17_dr25_tce,5468.0,81.0,-65.0,4.171,0.231,-0.116,1.306,0.23,-0.306,290.49988,40.287689,14.216,5095082,Kepler-1951 b,CONFIRMED,CANDIDATE
K04321.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.0007646413,0,12418891,,0.0,0,0,1,1,0.760941405,4.138e-06,-4.138e-06,131.62978,0.00466,-0.00466,0.26,0.208,-0.26,1.773,0.152,-0.152,186.6,15.4,-15.4,1.18,0.27,-0.11,1817.0,,,2591.44,1712.4,-714.29,15.2,1.0,q1_q17_dr25_tce,5629.0,152.0,-169.0,4.553,0.038,-0.152,0.87,0.193,-0.083,296.47104,51.215221,15.855,12418891,,FALSE POSITIVE,FALSE POSITIVE
K07669.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.1329296,0,3839294,,0.409,1,0,0,0,137.665706,0.001825,-0.001825,240.44616,0.00928,-0.00928,0.041,0.416,-0.041,3.732,0.266,-0.266,536.9,54.0,-54.0,15.41,1.06,-2.48,720.0,,,63.38,12.08,-21.59,11.7,1.0,q1_q17_dr25_tce,4832.0,50.0,-79.0,2.953,0.03,-0.027,6.897,0.475,-1.109,288.05292,38.93792,13.199,3839294,,FALSE POSITIVE,FALSE POSITIVE
K04322.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.010388633,0,7698701,,,1,0,1,0,370.90237,0.0115,-0.0115,205.0559,0.0235,-0.0235,0.0566,0.4033,-0.0565,10.558,0.625,-0.625,545.8,46.8,-46.8,1.97,0.8,-0.15,238.0,,,0.76,0.91,-0.18,14.7,,,5835.0,159.0,-159.0,4.554,0.029,-0.286,0.847,0.342,-0.065,296.82007,43.38802,14.83,7698701,,FALSE POSITIVE,FALSE POSITIVE
K04322.02,FALSE POSITIVE,FALSE POSITIVE,MODEL_POSITIVE,0.7006334,1,7698701,,,1,0,0,0,321.55087,0.01461,-0.01461,241.849,0.027,-0.027,0.1608,0.2812,-0.1607,5.863,0.858,-0.858,397.0,58.2,-58.2,1.68,0.69,-0.12,250.0,,,0.92,1.1,-0.22,8.2,,,5835.0,159.0,-159.0,4.554,0.029,-0.286,0.847,0.342,-0.065,296.82007,43.38802,14.83,7698701,,FALSE POSITIVE,FALSE POSITIVE
K04387.01,FALSE POSITIVE,FALSE POSITIVE,MODEL_POSITIVE,0.8932444,1,2830919,,0.0,0,0,0,1,1.54038914,1.498e-05,-1.498e-05,132.00494,0.0058,-0.0058,0.043,0.41,-0.043,1.683,0.217,-0.217,71.8,9.7,-9.7,0.84,0.24,-0.13,1638.0,,,1701.3,1418.98,-622.37,9.1,1.0,q1_q17_dr25_tce,5974.0,161.0,-179.0,4.422,0.101,-0.188,0.989,0.281,-0.152,285.47534,38.099361,14.753,2830919,,FALSE POSITIVE,FALSE POSITIVE
K04388.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.0073009427,0,9588822,,0.0,0,1,0,0,71.76236302,4.589e-05,-4.589e-05,170.095082,0.000527,-0.000527,0.052,0.085,-0.036,29.435,0.0171,-0.0171,8591.9,8.2,-8.2,25.76,7.21,-15.63,665.0,,,46.35,39.26,-39.88,1134.3,1.0,q1_q17_dr25_tce,5529.0,168.0,-140.0,3.685,0.712,-0.178,2.817,0.789,-1.709,292.13428,46.202419,12.045,9588822,,FALSE POSITIVE,FALSE POSITIVE
K04389.01,CANDIDATE,CANDIDATE,CANDIDATE,0.99898046,1,2997459,,0.571,0,0,0,0,16.3368863,0.0001677,-0.0001677,132.20816,0.00723,-0.00723,0.066,0.376,-0.066,3.597,0.197,-0.197,225.9,20.9,-20.9,1.27,0.34,-0.19,642.0,,,40.22,42.68,-18.18,12.1,1.0,q1_q17_dr25_tce,5410.0,334.0,-371.0,4.49,0.094,-0.175,0.859,0.235,-0.126,293.13098,38.159679,15.05,2997459,,CANDIDATE,CANDIDATE
K04390.01,CANDIDATE,CANDIDATE,CANDIDATE,0.92455983,1,8330207,,1.0,0,0,0,0,1.63668262,1.051e-05,-1.051e-05,131.64586,0.00541,-0.00541,1.22,7.189,-0.518,1.907,0.235,-0.235,921.7,88.6,-88.6,103.99,36.36,-48.47,2562.0,,,10160.3,10682.43,-7631.1,12.9,1.0,q1_q17_dr25_tce,5234.0,158.0,-174.0,3.436,0.402,-0.234,3.739,1.307,-1.743,300.92484,44.24968,16.494,8330207,,CANDIDATE,CANDIDATE
K02744.02,CANDIDATE,CANDIDATE,CANDIDATE,0.9984522,1,5881813,,0.579,0,0,0,0,11.615625,0.0001528,-0.0001528,131.96843,0.00823,-0.00823,0.977,0.007,-0.705,2.233,0.362,-0.362,191.2,28.0,-28.0,2.84,0.43,-1.0,905.0,,,158.69,65.4,-95.39,8.8,2.0,q1_q17_dr25_tce,5332.0,88.0,-72.0,4.083,0.368,-0.092,1.453,0.218,-0.51,293.52756,41.111439,15.162,5881813,,CANDIDATE,CANDIDATE
K02365.02,CONFIRMED,CANDIDATE,CONFIRMED_EXOPLANET,0.99937457,1,11560897,Kepler-430 c,0.947,0,0,0,0,110.978266,0.003333,-0.003333,147.0226,0.0188,-0.0188,0.074,0.382,-0.074,11.312,0.65,-0.65,150.2,12.0,-12.0,1.86,0.31,-0.38,463.0,,,10.84,4.75,-4.34,14.0,2.0,q1_q17_dr25_tce,5883.0,79.0,-79.0,4.149,0.176,-0.095,1.529,0.256,-0.313,292.80865,49.579441,13.848,11560897,Kepler-430 c,CONFIRMED,CANDIDATE
K04183.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.00071438635,0,10858737,,0.0,1,0,1,1,0.952378454,5.951e-06,-5.951e-06,131.85999,0.00501,-0.00501,0.996,0.057,-0.683,3.892,0.36,-0.36,43.8,3.0,-3.0,1.46,0.43,-0.25,2528.0,,,9651.76,8362.08,-3967.61,17.4,3.0,q1_q17_dr25_tce,6963.0,192.0,-264.0,4.25,0.124,-0.186,1.375,0.404,-0.235,290.70651,48.226559,13.541,10858737,,FALSE POSITIVE,FALSE POSITIVE
K04184.01,CONFIRMED,CANDIDATE,CONFIRMED_EXOPLANET,0.99929595,1,6752002,Kepler-1945 b,0.999,0,0,0,0,6.08003714,1.668e-05,-1.668e-05,136.88262,0.00228,-0.00228,0.254,0.196,-0.254,1.308,0.0835,-0.0835,184.0,12.4,-12.4,1.07,0.09,-0.12,808.0,,,100.72,32.86,-29.28,17.7,1.0,q1_q17_dr25_tce,4991.0,149.0,-134.0,4.513,0.082,-0.06,0.804,0.069,-0.089,281.89813,42.28587,13.473,6752002,Kepler-1945 b,CONFIRMED,CANDIDATE
K04185.01,CONFIRMED,CANDIDATE,CONFIRMED_EXOPLANET,0.99014866,1,7257966,Kepler-1946 b,0.992,0,0,0,0,3.035206175,5.17e-06,-5.17e-06,132.3291,0.00134,-0.00134,0.965,0.006,-0.683,0.6182,0.0834,-0.0834,696.9,43.9,-43.9,3.59,0.8,-0.37,1143.0,,,403.53,275.65,-115.9,19.1,1.0,q1_q17_dr25_tce,5505.0,164.0,-164.0,4.503,0.063,-0.158,0.873,0.195,-0.09,282.33563,42.84544,15.556,7257966,Kepler-1946 b,CONFIRMED,CANDIDATE
K07660.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.006640251,0,3644738,,0.0,1,0,1,0,358.96844,0.02922,-0.02922,295.8289,0.0473,-0.0473,0.151,0.302,-0.151,21.71,1.4,-1.4,807.8,70.4,-70.4,2.7,0.7,-0.3,263.0,,,1.13,0.86,-0.35,13.3,1.0,q1_q17_dr25_tce,6117.0,170.0,-212.0,4.496,0.046,-0.184,0.947,0.244,-0.104,291.2276,38.771351,15.36,3644738,,FALSE POSITIVE,FALSE POSITIVE
K04186.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.0007879704,0,9406892,,0.0,0,1,1,0,2.21316437,1.386e-05,-1.386e-05,132.71281,0.00581,-0.00581,0.672,0.033,-0.509,3.874,0.189,-0.189,116.1,5.1,-5.1,0.95,0.18,-0.12,1374.0,,,841.98,506.58,-269.4,27.9,1.0,q1_q17_dr25_tce,5921.0,178.0,-160.0,4.465,0.135,-0.149,0.83,0.16,-0.107,292.96982,45.905579,14.4,9406892,,FALSE POSITIVE,FALSE POSITIVE
K04253.01,CANDIDATE,CANDIDATE,CANDIDATE,0.8881436,1,9202434,,,0,0,0,0,173.2578372,0.0008167,-0.0008167,194.4584,0.00392,-0.00392,1.9038,0.0241,-0.7369,2.027,0.266,-0.266,687.0,70.1,-70.1,117.29,72.68,-13.22,376.0,,,4.73,8.87,-1.51,13.5,1.0,q1_q17_dr24_tce,6392.0,147.0,-228.0,4.399,0.057,-0.351,1.162,0.72,-0.131,283.72552,45.676849,14.201,9202434,,CANDIDATE,CANDIDATE
K04254.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.00196601,0,8487645,,0.0,1,0,1,1,0.530967987,1.921e-06,-1.921e-06,131.72336,0.0035,-0.0035,0.093,0.387,-0.093,1.812,0.107,-0.107,26.9,1.3,-1.3,1.08,0.31,-0.2,4196.0,,,73103.16,61299.22,-33623.61,24.1,1.0,q1_q17_dr25_tce,8473.0,237.0,-407.0,4.123,0.112,-0.168,2.052,0.581,-0.388,288.85028,44.596939,12.717,8487645,,FALSE POSITIVE,FALSE POSITIVE
K04255.01,CONFIRMED,CANDIDATE,CONFIRMED_EXOPLANET,0.9974056,1,10407482,Kepler-1577 b,0.974,0,0,0,0,6.30558387,6.536e-05,-6.536e-05,131.53058,0.00939,-0.00939,0.601,0.359,-0.383,2.619,0.276,-0.276,193.1,24.2,-24.2,2.52,1.36,-1.36,1125.0,,,378.9,631.53,-306.81,9.5,1.0,q1_q17_dr25_tce,4934.0,148.0,-133.0,3.927,0.658,-0.282,1.756,0.947,-0.947,292.95526,47.573101,15.056,10407482,Kepler-1577 b,CONFIRMED,CANDIDATE
K04256.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.00075619505,0,5817613,,0.0,0,0,1,1,4.2058608,0.0001492,-0.0001492,132.2913,0.0304,-0.0304,0.438,0.032,-0.432,7.39,0.651,-0.651,182.0,17.4,-17.4,1.14,0.3,-0.1,1012.0,,,248.04,202.41,-67.46,13.3,1.0,q1_q17_dr25_tce,5590.0,186.0,-186.0,4.56,0.031,-0.178,0.839,0.22,-0.073,298.48425,41.06921,15.892,5817613,,FALSE POSITIVE,FALSE POSITIVE
K04257.01,CANDIDATE,CANDIDATE,CANDIDATE,0.9989736,1,7901016,,0.7,0,0,0,0,41.6757509,0.0005993,-0.0005993,169.791,0.0117,-0.0117,0.256,0.181,-0.256,10.848,0.336,-0.336,142.0,7.1,-7.1,2.1,0.51,-0.95,690.0,,,53.72,38.64,-39.24,22.6,1.0,q1_q17_dr25_tce,5745.0,156.0,-156.0,3.957,0.465,-0.155,1.763,0.428,-0.796,295.1333,43.631432,13.34,7901016,,CANDIDATE,CANDIDATE
K04323.01,CANDIDATE,CANDIDATE,CANDIDATE,0.9984535,1,5385410,,0.91,0,0,0,0,11.49589567,7.245e-05,-7.245e-05,139.38053,0.00563,-0.00563,0.295,0.149,-0.295,2.256,0.155,-0.155,108.3,9.5,-9.5,1.59,0.46,-0.42,1057.0,,,295.46,255.66,-156.16,13.2,1.0,q1_q17_dr25_tce,6290.0,170.0,-208.0,4.133,0.252,-0.168,1.506,0.444,-0.4,297.58194,40.5313,13.582,5385410,,CANDIDATE,CANDIDATE
K04324.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.0048016156,0,9910942,,0.0,0,0,1,1,8.4803326,0.0001724,-0.0001724,135.8598,0.0183,-0.0183,0.556,0.412,-0.34,5.918,0.558,-0.558,35.6,3.9,-3.9,1.35,0.26,-0.46,1390.0,,,882.07,527.66,-540.43,11.0,1.0,q1_q17_dr25_tce,6245.0,172.0,-191.0,3.826,0.308,-0.103,2.179,0.43,-0.736,298.82495,46.713531,12.797,9910942,,FALSE POSITIVE,FALSE POSITIVE
K04325.01,CANDIDATE,CANDIDATE,CANDIDATE,0.97203773,1,7749002,,0.868,0,0,0,0,0.609926502,2.437e-06,-2.437e-06,131.80347,0.00309,-0.00309,0.24,0.218,-0.24,1.2529,0.0969,-0.0969,133.8,10.5,-10.5,1.12,0.37,-0.12,2141.0,,,4990.14,4831.82,-1553.05,15.3,1.0,q1_q17_dr25_tce,5936.0,176.0,-211.0,4.501,0.039,-0.221,0.965,0.312,-0.104,290.39172,43.440338,15.682,7749002,,CANDIDATE,CANDIDATE
K04326.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.041069917,0,10924340,,0.0,1,0,0,1,0.750744255,9.95e-07,-9.95e-07,132.18261,0.00132,-0.00132,1.154,0.633,-0.09,1.7921,0.0555,-0.0555,170.6,4.1,-4.1,17.07,5.56,-1.48,2074.0,,,4387.1,4198.22,-1150.86,50.4,2.0,q1_q17_dr25_tce,6187.0,169.0,-188.0,4.499,0.041,-0.23,0.937,0.305,-0.081,293.80884,48.36562,13.941,10924340,,FALSE POSITIVE,FALSE POSITIVE
K04327.01,CONFIRMED,CANDIDATE,CONFIRMED_EXOPLANET,0.9684411,1,5371777,Kepler-1589 b,0.992,0,0,0,0,0.991659646,7.946e-06,-7.946e-06,131.53686,0.00487,-0.00487,0.765,0.196,-0.531,2.215,0.183,-0.183,77.3,6.8,-6.8,1.19,0.2,-0.13,2102.0,,,4614.18,1950.29,-1169.03,13.5,1.0,q1_q17_dr25_tce,6117.0,73.0,-92.0,4.315,0.084,-0.126,1.244,0.205,-0.136,294.4418,40.571678,14.978,5371777,Kepler-1589 b,CONFIRMED,CANDIDATE
K07670.01,CANDIDATE,CANDIDATE,CANDIDATE,0.9950517,1,3848083,,0.999,0,0,0,0,8.4795266,0.000354,-0.000354,138.1276,0.0409,-0.0409,0.136,0.325,-0.136,6.052,0.9,-0.9,163.3,24.2,-24.2,1.18,0.33,-0.11,865.0,,,132.02,109.18,-39.3,8.0,1.0,q1_q17_dr25_tce,5841.0,163.0,-225.0,4.52,0.046,-0.196,0.931,0.26,-0.087,290.81589,38.970921,15.994,3848083,,CANDIDATE,CANDIDATE
K04391.01,CANDIDATE,CANDIDATE,CANDIDATE,0.9940268,1,6359926,,0.99,0,0,0,0,49.4746966,0.0009815,-0.0009815,166.142,0.0171,-0.0171,0.491,0.476,-0.278,10.46,0.525,-0.525,291.0,19.2,-19.2,1.62,0.46,-0.2,498.0,,,14.5,12.16,-4.63,17.2,1.0,q1_q17_dr25_tce,5952.0,161.0,-179.0,4.475,0.067,-0.189,0.928,0.265,-0.114,290.39505,41.78157,14.955,6359926,,CANDIDATE,CANDIDATE
K04392.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.12610936,0,6629993,,0.0,0,0,1,0,118.609553,0.007173,-0.007173,172.0788,0.0421,-0.0421,0.993,0.021,-0.703,22.74,1.7,-1.7,380.9,30.5,-30.5,2.86,0.26,-0.28,299.0,,,1.88,0.64,-0.53,13.1,1.0,q1_q17_dr25_tce,5017.0,151.0,-151.0,4.531,0.066,-0.054,0.792,0.072,-0.079,297.83713,42.079369,15.133,6629993,,FALSE POSITIVE,FALSE POSITIVE
K04393.01,CANDIDATE,CANDIDATE,CANDIDATE,0.98879725,1,8324518,,0.936,0,0,0,0,1.62888267,9.375e-06,-9.375e-06,132.33899,0.00392,-0.00392,0.147,0.31,-0.147,1.72,0.124,-0.124,130.9,12.2,-12.2,0.92,0.19,-0.08,1327.0,,,733.67,485.2,-187.7,12.5,1.0,q1_q17_dr25_tce,5398.0,177.0,-160.0,4.571,0.034,-0.136,0.811,0.169,-0.068,299.27658,44.291981,15.295,8324518,,CANDIDATE,CANDIDATE
